from,to,type,weight
John Turner,Paul Martin,link_to,1
John Tyler,William Henry Harrison,link_to,1
John Tyler,Richard Mentor Johnson,link_to,1
John Tyler,William R. King,link_to,1
John Tyler,Thomas Jefferson,link_to,1
John Tyler,John Quincy Adams,link_to,1
John Tyler,Ulysses S. Grant,link_to,1
John Tyler,Rutherford B. Hayes,link_to,1
John Tyler,William McKinley,link_to,1
John Tyler,Theodore Roosevelt,link_to,1
John Tyler,William Howard Taft,link_to,1
John Tyler,Woodrow Wilson,link_to,1
John Tyler,Warren G. Harding,link_to,1
John Tyler,Lyndon B. Johnson,link_to,1
John Tyler,Richard Nixon,link_to,1
John Tyler,Ronald Reagan,link_to,1
John Tyler,Elbridge Gerry,link_to,1
John Tyler,William A. Wheeler,link_to,1
John Tyler,Thomas A. Hendricks,link_to,1
John Tyler,Thomas R. Marshall,link_to,1
John Tyler,Charles G. Dawes,link_to,1
John Tyler,John Nance Garner,link_to,1
John Tyler,Alben W. Barkley,link_to,1
John Tyler,Hubert Humphrey,link_to,1
John Tyler,Nelson Rockefeller,link_to,1
John Tyler,Walter Mondale,link_to,1
John Tyler,Mike Pence,link_to,1
John Tyler,Kamala Harris,link_to,1
John Tyler,Tim Kaine,link_to,1
John Tyler,Ralph Northam,link_to,1
John Wilkins,Đại học Oxford,link_to,1
John Wilkins,Đại học Cambridge,link_to,1
Joko Widodo,Prabowo Subianto,link_to,1
Joko Widodo,Mahathir Mohamad,link_to,1
Joko Widodo,Megawati Sukarnoputri,link_to,1
Joko Widodo,Anthony Albanese,link_to,1
Joko Widodo,Tập Cận Bình,link_to,1
Joko Widodo,Lại Thanh Đức,link_to,1
Joko Widodo,Lý Gia Siêu,link_to,1
Joko Widodo,Takaichi Sanae,link_to,1
Joko Widodo,Lee Jae-myung,link_to,1
Joko Widodo,Claudia Sheinbaum,link_to,1
Joko Widodo,Christopher Luxon,link_to,1
Joko Widodo,James Marape,link_to,1
Joko Widodo,José Jerí,link_to,1
Joko Widodo,Bongbong Marcos,link_to,1
Joko Widodo,Hoàng Tuần Tài,link_to,1
Joko Widodo,Anutin Charnvirakul,link_to,1
Joko Widodo,Lương Cường,link_to,1
Joko Widodo,Javier Milei,link_to,1
Joko Widodo,Charles Michel,link_to,1
Joko Widodo,Frank-Walter Steinmeier,link_to,1
Joko Widodo,Sergio Mattarella,link_to,1
Joko Widodo,Andrés Manuel López Obrador,link_to,1
Joko Widodo,Cyril Ramaphosa,link_to,1
Joko Widodo,Yoon Suk-yeol,link_to,1
Joko Widodo,Recep Tayyip Erdoğan,link_to,1
Jon Ossoff,Kamala Harris,link_to,1
Jonathan Dayton,John Nance Garner,link_to,1
Jonathan Dayton,Newt Gingrich,link_to,1
Jonathan Dayton,Nancy Pelosi,link_to,1
Jonathan Dayton,Paul Ryan,link_to,1
Jonathan Dayton,Kevin McCarthy,link_to,1
Jonathan Dayton,Mike Johnson,link_to,1
Joseph Estrada,Emilio Aguinaldo,link_to,1
Joseph Estrada,Manuel L. Quezon,link_to,1
Joseph Estrada,Sergio Osmeña,link_to,1
Joseph Estrada,Manuel Roxas,link_to,1
Joseph Estrada,José P. Laurel,link_to,1
Joseph Estrada,Ramon Magsaysay,link_to,1
Joseph Estrada,Rodrigo Duterte,link_to,1
Joseph Kabila,Thabo Mbeki,link_to,1
Joseph Kabila,George W. Bush,link_to,1
Joseph McCarthy,Harry S. Truman,link_to,1
Joseph Schumpeter,Đại học Harvard,link_to,1
Joseph Schumpeter,Kenneth Arrow,link_to,1
Joseph Schumpeter,Ronald Coase,link_to,1
Joseph Schumpeter,Robert Solow,link_to,1
Joseph Schumpeter,Finn E. Kydland,link_to,1
Joseph Schumpeter,Franklin D. Roosevelt,link_to,1
John Volpe,Richard Nixon,link_to,1
John Volpe,Gerald Ford,link_to,1
John Volpe,Jimmy Carter,link_to,1
John Volpe,Dwight D. Eisenhower,link_to,1
John Volpe,John F. Kennedy,link_to,1
John Volpe,William Weld,link_to,1
John Volpe,Mitt Romney,link_to,1
José Echegaray,Theodor Mommsen,link_to,1
José Echegaray,Thomas Mann,link_to,1
José Echegaray,Luigi Pirandello,link_to,1
José Echegaray,Roger Martin du Gard,link_to,1
José Echegaray,T. S. Eliot,link_to,1
José Echegaray,William Faulkner,link_to,1
José Echegaray,Winston Churchill,link_to,1
José Echegaray,Miguel Ángel Asturias,link_to,1
José Echegaray,Odysseas Elytis,link_to,1
José Echegaray,William Golding,link_to,1
José Echegaray,Kazuo Ishiguro,link_to,1
Joshua Angrist,Viện Công nghệ Massachusetts,link_to,1
Joshua Angrist,Paul Samuelson,link_to,1
Joshua Angrist,Simon Kuznets,link_to,1
Joshua Angrist,Kenneth Arrow,link_to,1
Joshua Angrist,Milton Friedman,link_to,1
Joshua Angrist,Theodore Schultz,link_to,1
Joshua Angrist,Lawrence Klein,link_to,1
Joshua Angrist,Richard Stone,link_to,1
Joshua Angrist,Robert Solow,link_to,1
Joshua Angrist,Maurice Allais,link_to,1
Joshua Angrist,Trygve Haavelmo,link_to,1
Joshua Angrist,Merton Miller,link_to,1
Joshua Angrist,Ronald Coase,link_to,1
Joshua Angrist,Robert Fogel,link_to,1
Joshua Angrist,"Robert Lucas, Jr.",link_to,1
Joshua Angrist,William Vickrey,link_to,1
Joshua Angrist,Myron Scholes,link_to,1
Joshua Angrist,Robert Mundell,link_to,1
Joshua Angrist,Michael Spence,link_to,1
Joshua Angrist,Joseph Stiglitz,link_to,1
Joshua Angrist,Robert F. Engle,link_to,1
Joshua Angrist,Peter A. Diamond,link_to,1
Joshua Angrist,Christopher A. Pissarides,link_to,1
Joshua Angrist,Thomas J. Sargent,link_to,1
Joshua Angrist,Richard Thaler,link_to,1
Josef Mengele,Wilhelm Frick,link_to,1
Josef Mengele,Joseph Goebbels,link_to,1
Josef Mengele,Rudolf Hess,link_to,1
Josef Mengele,Heinrich Himmler,link_to,1
Josef Mengele,Ernst Kaltenbrunner,link_to,1
Josef Mengele,Alfred Rosenberg,link_to,1
Josef Mengele,Albert Speer,link_to,1
Josh Shapiro,Tom Wolf,link_to,1
Josh Shapiro,Kamala Harris,link_to,1
Josh Shapiro,Tim Walz,link_to,1
Josh Shapiro,Mike Johnson,link_to,1
Josh Shapiro,John Carney,link_to,1
Josh Shapiro,Phil Murphy,link_to,1
John Stuart Mill,William Wordsworth,link_to,1
John Stuart Mill,Milton Friedman,link_to,1
John Stuart Mill,Đại học Oxford,link_to,1
John Stuart Mill,Đại học Cambridge,link_to,1
John Stuart Mill,Thomas Jefferson,link_to,1
John Stuart Mill,Giuseppe Mazzini,link_to,1
John Stuart Mill,Wilfrid Laurier,link_to,1
John Stuart Mill,Franklin D. Roosevelt,link_to,1
John Stuart Mill,Václav Havel,link_to,1
John Stuart Mill,Kenneth Arrow,link_to,1
John Stuart Mill,Paul Samuelson,link_to,1
John Stuart Mill,Simon Kuznets,link_to,1
John Stuart Mill,Joseph Schumpeter,link_to,1
John Stuart Mill,Robert Solow,link_to,1
John Stuart Mill,Joseph Stiglitz,link_to,1
José Manuel Barroso,Romano Prodi,link_to,1
José Manuel Barroso,Ursula von der Leyen,link_to,1
Joseph Goebbels,Lutz Graf Schwerin von Krosigk,link_to,1
Joseph Goebbels,Ernst Kaltenbrunner,link_to,1
Joseph Goebbels,Thomas Mann,link_to,1
Joseph Goebbels,Helen Keller,link_to,1
Joseph Goebbels,Winston Churchill,link_to,1
Joseph Goebbels,Antony Beevor,link_to,1
Joseph Goebbels,Otto von Bismarck,link_to,1
Joseph Goebbels,Konrad Adenauer,link_to,1
Joseph Goebbels,Ludwig Erhard,link_to,1
Joseph Goebbels,Olaf Scholz,link_to,1
Joseph Goebbels,Wilhelm Frick,link_to,1
Joseph Goebbels,Rudolf Hess,link_to,1
Joseph Goebbels,Alfred Rosenberg,link_to,1
Joseph Muscat,Robert Abela,link_to,1
Joseph Muscat,Theresa May,link_to,1
Joseph Stiglitz,Robert Solow,link_to,1
Joseph Stiglitz,Paul Samuelson,link_to,1
Joseph Stiglitz,Milton Friedman,link_to,1
Joseph Stiglitz,Kenneth Arrow,link_to,1
Joseph Stiglitz,Lawrence Klein,link_to,1
Joseph Stiglitz,Michael Spence,link_to,1
Joseph Stiglitz,Lawrence Summers,link_to,1
Joseph Stiglitz,Simon Kuznets,link_to,1
Joseph Stiglitz,Theodore Schultz,link_to,1
Joseph Stiglitz,Richard Stone,link_to,1
Joseph Stiglitz,Maurice Allais,link_to,1
Joseph Stiglitz,Trygve Haavelmo,link_to,1
Joseph Stiglitz,Merton Miller,link_to,1
Joseph Stiglitz,Ronald Coase,link_to,1
Joseph Stiglitz,Robert Fogel,link_to,1
Joseph Stiglitz,"Robert Lucas, Jr.",link_to,1
Joseph Stiglitz,William Vickrey,link_to,1
Joseph Stiglitz,Myron Scholes,link_to,1
Joseph Stiglitz,Robert Mundell,link_to,1
Joseph Stiglitz,Robert F. Engle,link_to,1
Joseph Stiglitz,Peter A. Diamond,link_to,1
Joseph Stiglitz,Christopher A. Pissarides,link_to,1
Joseph Stiglitz,Thomas J. Sargent,link_to,1
Joseph Stiglitz,Richard Thaler,link_to,1
José P. Laurel,Manuel L. Quezon,link_to,1
José P. Laurel,Sergio Osmeña,link_to,1
José P. Laurel,Đại học Yale,link_to,1
José P. Laurel,Emilio Aguinaldo,link_to,1
José P. Laurel,Manuel Roxas,link_to,1
José P. Laurel,Ramon Magsaysay,link_to,1
José P. Laurel,Fidel Ramos,link_to,1
José P. Laurel,Rodrigo Duterte,link_to,1
José Jerí,Ollanta Humala,link_to,1
José Jerí,Anthony Albanese,link_to,1
José Jerí,Tập Cận Bình,link_to,1
José Jerí,Lại Thanh Đức,link_to,1
José Jerí,Lý Gia Siêu,link_to,1
José Jerí,Prabowo Subianto,link_to,1
José Jerí,Takaichi Sanae,link_to,1
José Jerí,Lee Jae-myung,link_to,1
José Jerí,Claudia Sheinbaum,link_to,1
José Jerí,Christopher Luxon,link_to,1
José Jerí,James Marape,link_to,1
José Jerí,Anutin Charnvirakul,link_to,1
José Jerí,Donald Trump,link_to,1
José Jerí,Lương Cường,link_to,1
José Jerí,Abdoulkader Kamil Mohamed,link_to,1
José Jerí,Mostafa Madbouly,link_to,1
José Jerí,Abiy Ahmed,link_to,1
José Jerí,Cyril Ramaphosa,link_to,1
José Jerí,Faure Gnassingbé,link_to,1
José Jerí,Muhammad Yunus,link_to,1
José Jerí,Lý Cường,link_to,1
José Jerí,Narendra Modi,link_to,1
José Jerí,Masoud Pezeshkian,link_to,1
José Jerí,Mohammed Shia' Al Sudani,link_to,1
José Jerí,Benjamin Netanyahu,link_to,1
José Jerí,Min Aung Hlaing,link_to,1
José Jerí,Shehbaz Sharif,link_to,1
José Jerí,Mohammed bin Salman,link_to,1
José Jerí,Phạm Minh Chính,link_to,1
José Jerí,Christian Stocker,link_to,1
José Jerí,Petr Fiala,link_to,1
José Jerí,Mette Frederiksen,link_to,1
José Jerí,Friedrich Merz,link_to,1
José Jerí,Kyriakos Mitsotakis,link_to,1
José Jerí,Orbán Viktor,link_to,1
José Jerí,Micheál Martin,link_to,1
José Jerí,Evika Siliņa,link_to,1
José Jerí,Robert Abela,link_to,1
José Jerí,Donald Tusk,link_to,1
José Jerí,Robert Fico,link_to,1
José Jerí,Pedro Sánchez,link_to,1
José Jerí,Ulf Kristersson,link_to,1
José Jerí,Recep Tayyip Erdoğan,link_to,1
José Jerí,Keir Starmer,link_to,1
José Jerí,Giáo hoàng Lêô XIV,link_to,1
José Jerí,Javier Milei,link_to,1
José Jerí,Luis Arce,link_to,1
John McCain,Richard Nixon,link_to,1
John McCain,Ronald Reagan,link_to,1
John McCain,George H. W. Bush,link_to,1
John McCain,John Kasich,link_to,1
John McCain,Donald Rumsfeld,link_to,1
John McCain,George McGovern,link_to,1
John McCain,John Roberts,link_to,1
John McCain,Ted Kennedy,link_to,1
John McCain,David Petraeus,link_to,1
John McCain,Mitt Romney,link_to,1
John McCain,Rudy Giuliani,link_to,1
John McCain,Sarah Palin,link_to,1
John McCain,Janet Reno,link_to,1
John McCain,Dwight D. Eisenhower,link_to,1
Juho Kusti Paasikivi,Urho Kekkonen,link_to,1
Juho Kusti Paasikivi,Pehr Evind Svinhufvud,link_to,1
Juho Kusti Paasikivi,Martti Ahtisaari,link_to,1
Juho Kusti Paasikivi,Tarja Halonen,link_to,1
Juho Kusti Paasikivi,Sauli Niinistö,link_to,1
Juho Kusti Paasikivi,Rafael Erich,link_to,1
Juho Kusti Paasikivi,Edwin Linkomies,link_to,1
Juho Kusti Paasikivi,Teuvo Aura,link_to,1
Juho Kusti Paasikivi,Keijo Liinamaa,link_to,1
Juho Kusti Paasikivi,Paavo Lipponen,link_to,1
Juho Kusti Paasikivi,Matti Vanhanen,link_to,1
Juho Kusti Paasikivi,Mari Kiviniemi,link_to,1
Juho Kusti Paasikivi,Jyrki Katainen,link_to,1
Juho Kusti Paasikivi,Juha Sipilä,link_to,1
Juho Kusti Paasikivi,Sanna Marin,link_to,1
Jyrki Katainen,Jean-Claude Juncker,link_to,1
Jyrki Katainen,José Manuel Barroso,link_to,1
Jyrki Katainen,Valdis Dombrovskis,link_to,1
Jyrki Katainen,Tarja Halonen,link_to,1
Jyrki Katainen,Sauli Niinistö,link_to,1
Jyrki Katainen,Mari Kiviniemi,link_to,1
Jyrki Katainen,Matti Vanhanen,link_to,1
Jyrki Katainen,Rafael Erich,link_to,1
Jyrki Katainen,Pehr Evind Svinhufvud,link_to,1
Jyrki Katainen,Edwin Linkomies,link_to,1
Jyrki Katainen,Urho Kekkonen,link_to,1
Jyrki Katainen,Teuvo Aura,link_to,1
Jyrki Katainen,Keijo Liinamaa,link_to,1
Jyrki Katainen,Paavo Lipponen,link_to,1
Jyrki Katainen,Juha Sipilä,link_to,1
Jyrki Katainen,Sanna Marin,link_to,1
Juan Manuel Santos,Álvaro Uribe,link_to,1
Juan Manuel Santos,Đại học Harvard,link_to,1
Juan Manuel Santos,Angela Merkel,link_to,1
Juan Manuel Santos,Theodore Roosevelt,link_to,1
Juan Manuel Santos,Woodrow Wilson,link_to,1
Juan Manuel Santos,Charles G. Dawes,link_to,1
Juan Manuel Santos,Philip Noel-Baker,link_to,1
Juan Manuel Santos,Dag Hammarskjöld,link_to,1
Juan Manuel Santos,Satō Eisaku,link_to,1
Juan Manuel Santos,Anwar Al-Sadad,link_to,1
Juan Manuel Santos,Menachem Begin,link_to,1
Juan Manuel Santos,Óscar Arias,link_to,1
Juan Manuel Santos,Mikhail Sergeyevich Gorbachyov,link_to,1
Juan Manuel Santos,Nelson Mandela,link_to,1
Juan Manuel Santos,Shimon Peres,link_to,1
Juan Manuel Santos,Kim Dae-jung,link_to,1
Juan Manuel Santos,Kofi Annan,link_to,1
Juan Manuel Santos,Mohamed ElBaradei,link_to,1
Juan Manuel Santos,Muhammad Yunus,link_to,1
Juan Manuel Santos,Martti Ahtisaari,link_to,1
Juan Manuel Santos,Ellen Johnson Sirleaf,link_to,1
Juan Manuel Santos,Malala Yousafzai,link_to,1
Juan Manuel Santos,Maria Ressa,link_to,1
K. R. Narayanan,Shankar Dayal Sharma,link_to,1
K. R. Narayanan,P. V. Narasimha Rao,link_to,1
K. R. Narayanan,Jawaharlal Nehru,link_to,1
K. R. Narayanan,Indira Gandhi,link_to,1
K. R. Narayanan,Rajiv Gandhi,link_to,1
K. R. Narayanan,Rajendra Prasad,link_to,1
K. R. Narayanan,Sarvepalli Radhakrishnan,link_to,1
K. R. Narayanan,Zakir Husain (chính trị gia),link_to,1
K. R. Narayanan,V. V. Giri,link_to,1
K. R. Narayanan,Mohammad Hidayatullah,link_to,1
K. R. Narayanan,Neelam Sanjiva Reddy,link_to,1
K. R. Narayanan,Zail Singh,link_to,1
K. R. Narayanan,R. Venkataraman,link_to,1
K. R. Narayanan,Pratibha Patil,link_to,1
K. R. Narayanan,Pranab Mukherjee,link_to,1
K. R. Narayanan,Ram Nath Kovind,link_to,1
Julia Gillard,Kevin Rudd,link_to,1
Julia Gillard,Stanley Bruce,link_to,1
Julia Gillard,Robert Menzies,link_to,1
Julia Gillard,William McMahon,link_to,1
Julia Gillard,Malcolm Fraser,link_to,1
Julia Gillard,Tony Abbott,link_to,1
Julia Gillard,Malcolm Turnbull,link_to,1
Julia Gillard,Scott Morrison,link_to,1
Kaja Kallas,Charles Michel,link_to,1
Kaja Kallas,Karl Nehammer,link_to,1
Kaja Kallas,Mette Frederiksen,link_to,1
Kaja Kallas,Sanna Marin,link_to,1
Kaja Kallas,Olaf Scholz,link_to,1
Kaja Kallas,Kyriakos Mitsotakis,link_to,1
Kaja Kallas,Micheál Martin,link_to,1
Kaja Kallas,Xavier Bettel,link_to,1
Kaja Kallas,Robert Abela,link_to,1
Kaja Kallas,Mark Rutte,link_to,1
Kaja Kallas,Klaus Iohannis,link_to,1
Kaja Kallas,Pedro Sánchez,link_to,1
Kaja Kallas,Magdalena Andersson,link_to,1
Juha Sipilä,Sauli Niinistö,link_to,1
Juha Sipilä,Rafael Erich,link_to,1
Juha Sipilä,Pehr Evind Svinhufvud,link_to,1
Juha Sipilä,Edwin Linkomies,link_to,1
Juha Sipilä,Urho Kekkonen,link_to,1
Juha Sipilä,Teuvo Aura,link_to,1
Juha Sipilä,Keijo Liinamaa,link_to,1
Juha Sipilä,Paavo Lipponen,link_to,1
Juha Sipilä,Matti Vanhanen,link_to,1
Juha Sipilä,Mari Kiviniemi,link_to,1
Juha Sipilä,Sanna Marin,link_to,1
Karolos Papoulias,Prokopis Pavlopoulos,link_to,1
Kan Naoto,Barack Obama,link_to,1
Kan Naoto,Manmohan Singh,link_to,1
Kan Naoto,Noda Yoshihiko,link_to,1
Kan Naoto,Koizumi Junichirō,link_to,1
Kan Naoto,Saionji Kinmochi,link_to,1
Kan Naoto,Katō Tomosaburō,link_to,1
Kan Naoto,Katō Takaaki,link_to,1
Kan Naoto,Wakatsuki Reijirō,link_to,1
Kan Naoto,Tanaka Giichi,link_to,1
Kan Naoto,Saitō Makoto,link_to,1
Kan Naoto,Hiranuma Kiichirō,link_to,1
Kan Naoto,Itō Masayoshi,link_to,1
Kan Naoto,Mori Yoshirō,link_to,1
Kan Naoto,Fukuda Yasuo,link_to,1
Kan Naoto,Asō Tarō,link_to,1
Kan Naoto,Suga Yoshihide,link_to,1
Kan Naoto,Kishida Fumio,link_to,1
Kan Naoto,Takaichi Sanae,link_to,1
Karen Pence,Mike Pence,link_to,1
Karl Nehammer,Alexander Van der Bellen,link_to,1
Karl Nehammer,Sebastian Kurz,link_to,1
Karl Nehammer,Werner Faymann,link_to,1
Karl Nehammer,Christian Kern,link_to,1
Karl Nehammer,Hartwig Löger,link_to,1
Karl Nehammer,Charles Michel,link_to,1
Karl Nehammer,Mette Frederiksen,link_to,1
Karl Nehammer,Sanna Marin,link_to,1
Karl Nehammer,Olaf Scholz,link_to,1
Karl Nehammer,Kyriakos Mitsotakis,link_to,1
Karl Nehammer,Micheál Martin,link_to,1
Karl Nehammer,Xavier Bettel,link_to,1
Karl Nehammer,Robert Abela,link_to,1
Karl Nehammer,Mark Rutte,link_to,1
Karl Nehammer,Klaus Iohannis,link_to,1
Karl Nehammer,Pedro Sánchez,link_to,1
Karl Nehammer,Magdalena Andersson,link_to,1
Karl Böhm,Richard Wagner,link_to,1
Karl Böhm,Alban Berg,link_to,1
Kaifu Toshiki,Miyazawa Kiichi,link_to,1
Kaifu Toshiki,Fukuda Takeo,link_to,1
Kaifu Toshiki,Miki Takeo,link_to,1
Kaifu Toshiki,George H. W. Bush,link_to,1
Kaifu Toshiki,Itō Hirobumi,link_to,1
Kaifu Toshiki,Saionji Kinmochi,link_to,1
Kaifu Toshiki,Hara Takashi,link_to,1
Kaifu Toshiki,Katō Tomosaburō,link_to,1
Kaifu Toshiki,Katō Takaaki,link_to,1
Kaifu Toshiki,Wakatsuki Reijirō,link_to,1
Kaifu Toshiki,Tanaka Giichi,link_to,1
Kaifu Toshiki,Inukai Tsuyoshi,link_to,1
Kaifu Toshiki,Saitō Makoto,link_to,1
Kaifu Toshiki,Gotō Fumio,link_to,1
Kaifu Toshiki,Hiranuma Kiichirō,link_to,1
Kaifu Toshiki,Abe Nobuyuki,link_to,1
Kaifu Toshiki,Itō Masayoshi,link_to,1
Kaifu Toshiki,Mori Yoshirō,link_to,1
Kaifu Toshiki,Abe Shinzō,link_to,1
Kaifu Toshiki,Fukuda Yasuo,link_to,1
Kaifu Toshiki,Asō Tarō,link_to,1
Kaifu Toshiki,Hatoyama Yukio,link_to,1
Kaifu Toshiki,Kan Naoto,link_to,1
Kaifu Toshiki,Noda Yoshihiko,link_to,1
Kaifu Toshiki,Suga Yoshihide,link_to,1
Kaifu Toshiki,Kishida Fumio,link_to,1
Kaifu Toshiki,Ishiba Shigeru,link_to,1
Kaifu Toshiki,Takaichi Sanae,link_to,1
Keijo Liinamaa,Urho Kekkonen,link_to,1
Keijo Liinamaa,Rafael Erich,link_to,1
Keijo Liinamaa,Pehr Evind Svinhufvud,link_to,1
Keijo Liinamaa,Edwin Linkomies,link_to,1
Keijo Liinamaa,Teuvo Aura,link_to,1
Keijo Liinamaa,Paavo Lipponen,link_to,1
Keijo Liinamaa,Matti Vanhanen,link_to,1
Keijo Liinamaa,Mari Kiviniemi,link_to,1
Keijo Liinamaa,Sanna Marin,link_to,1
Katō Takaaki,Wakatsuki Reijirō,link_to,1
Katō Takaaki,Saionji Kinmochi,link_to,1
Katō Takaaki,Katō Tomosaburō,link_to,1
Katō Takaaki,Tanaka Giichi,link_to,1
Katō Takaaki,Saitō Makoto,link_to,1
Katō Takaaki,Hiranuma Kiichirō,link_to,1
Katō Takaaki,Itō Masayoshi,link_to,1
Katō Takaaki,Mori Yoshirō,link_to,1
Katō Takaaki,Fukuda Yasuo,link_to,1
Katō Takaaki,Asō Tarō,link_to,1
Katō Takaaki,Noda Yoshihiko,link_to,1
Katō Takaaki,Suga Yoshihide,link_to,1
Katō Takaaki,Kishida Fumio,link_to,1
Katō Takaaki,Takaichi Sanae,link_to,1
Kazuo Ishiguro,Theodor Mommsen,link_to,1
Kazuo Ishiguro,Thomas Mann,link_to,1
Kazuo Ishiguro,Luigi Pirandello,link_to,1
Kazuo Ishiguro,Roger Martin du Gard,link_to,1
Kazuo Ishiguro,T. S. Eliot,link_to,1
Kazuo Ishiguro,William Faulkner,link_to,1
Kazuo Ishiguro,Winston Churchill,link_to,1
Kazuo Ishiguro,Miguel Ángel Asturias,link_to,1
Kazuo Ishiguro,Odysseas Elytis,link_to,1
Kazuo Ishiguro,William Golding,link_to,1
Katō Tomosaburō,Saionji Kinmochi,link_to,1
Katō Tomosaburō,Wakatsuki Reijirō,link_to,1
Katō Tomosaburō,Tanaka Giichi,link_to,1
Katō Tomosaburō,Saitō Makoto,link_to,1
Katō Tomosaburō,Hiranuma Kiichirō,link_to,1
Katō Tomosaburō,Itō Masayoshi,link_to,1
Katō Tomosaburō,Mori Yoshirō,link_to,1
Katō Tomosaburō,Fukuda Yasuo,link_to,1
Katō Tomosaburō,Asō Tarō,link_to,1
Katō Tomosaburō,Noda Yoshihiko,link_to,1
Katō Tomosaburō,Suga Yoshihide,link_to,1
Katō Tomosaburō,Kishida Fumio,link_to,1
Katō Tomosaburō,Takaichi Sanae,link_to,1
Kate Brown,Jim McGreevey,link_to,1
Kate Brown,Joe Biden,link_to,1
Kate Brown,Ned Lamont,link_to,1
Kate Brown,Phil Murphy,link_to,1
Kate Brown,Tom Wolf,link_to,1
Kate Brown,Phil Scott,link_to,1
Kate Brown,Kim Reynolds,link_to,1
Kate Brown,Laura Kelly,link_to,1
Kate Brown,Tim Walz,link_to,1
Kate Brown,Pete Ricketts,link_to,1
Kate Brown,Mike DeWine,link_to,1
Kate Brown,Kristi Noem,link_to,1
Kate Brown,Tony Evers,link_to,1
Kate Brown,Kay Ivey,link_to,1
Kate Brown,Ron DeSantis,link_to,1
Kate Brown,Larry Hogan,link_to,1
Kate Brown,Tate Reeves,link_to,1
Kate Brown,Roy Cooper,link_to,1
Kate Brown,Kevin Stitt,link_to,1
Kate Brown,Ralph Northam,link_to,1
Kate Brown,Mike Dunleavy,link_to,1
Kate Brown,Steve Sisolak,link_to,1
Kate Brown,Michelle Lujan Grisham,link_to,1
Kate Brown,Spencer Cox,link_to,1
Kate Brown,Mark Gordon (chính trị gia),link_to,1
Kate Brown,Jerome Adams,link_to,1
Kate Brown,Deborah Birx,link_to,1
Kate Brown,Anthony Fauci,link_to,1
Kate Brown,Brett Giroir,link_to,1
Kate Brown,Peter Navarro,link_to,1
Kate Brown,Mike Pence,link_to,1
Kate Brown,Robert R. Redfield,link_to,1
Kate Brown,Donald Trump,link_to,1
Kevin McCarthy,Nancy Pelosi,link_to,1
Kevin McCarthy,Mike Johnson,link_to,1
Kevin McCarthy,Paul Ryan,link_to,1
Kevin McCarthy,Donald Trump,link_to,1
Kevin McCarthy,Frederick Muhlenberg,link_to,1
Kevin McCarthy,John Nance Garner,link_to,1
Kevin McCarthy,Newt Gingrich,link_to,1
Kay Ivey,Mike Pence,link_to,1
Kay Ivey,Joe Biden,link_to,1
Kay Ivey,Ned Lamont,link_to,1
Kay Ivey,Phil Murphy,link_to,1
Kay Ivey,Tom Wolf,link_to,1
Kay Ivey,Phil Scott,link_to,1
Kay Ivey,Kim Reynolds,link_to,1
Kay Ivey,Laura Kelly,link_to,1
Kay Ivey,Tim Walz,link_to,1
Kay Ivey,Pete Ricketts,link_to,1
Kay Ivey,Mike DeWine,link_to,1
Kay Ivey,Kristi Noem,link_to,1
Kay Ivey,Tony Evers,link_to,1
Kay Ivey,Ron DeSantis,link_to,1
Kay Ivey,Larry Hogan,link_to,1
Kay Ivey,Tate Reeves,link_to,1
Kay Ivey,Roy Cooper,link_to,1
Kay Ivey,Kevin Stitt,link_to,1
Kay Ivey,Ralph Northam,link_to,1
Kay Ivey,Mike Dunleavy,link_to,1
